,path,file_name,place,train_test,hammer_type,label
47,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-16.wav,asr,test,small,
48,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-17.wav,asr,test,small,
49,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-18.wav,asr,test,small,
50,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-19.wav,asr,test,small,
51,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-20.wav,asr,test,small,
52,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-21.wav,asr,test,small,
53,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-22.wav,asr,test,small,
54,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-23.wav,asr,test,small,
55,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-24.wav,asr,test,small,
56,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-25.wav,asr,test,small,
57,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-26.wav,asr,test,small,
58,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-27.wav,asr,test,small,
59,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-28.wav,asr,test,small,
60,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-29.wav,asr,test,small,
61,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-30.wav,asr,test,small,
62,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-31.wav,asr,test,small,
63,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_02-32.wav,asr,test,small,
64,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-01.wav,asr,test,small,
65,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-02.wav,asr,test,small,
66,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-03.wav,asr,test,small,
67,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-04.wav,asr,test,small,
68,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-05.wav,asr,test,small,
69,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-06.wav,asr,test,small,
70,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-07.wav,asr,test,small,
71,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-08.wav,asr,test,small,
72,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-09.wav,asr,test,small,
73,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-10.wav,asr,test,small,
74,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-11.wav,asr,test,small,
75,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-12.wav,asr,test,small,
76,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-13.wav,asr,test,small,
77,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-14.wav,asr,test,small,
78,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-15.wav,asr,test,small,
79,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-16.wav,asr,test,small,
80,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-17.wav,asr,test,small,
81,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-18.wav,asr,test,small,
82,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-19.wav,asr,test,small,
83,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-20.wav,asr,test,small,
84,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-21.wav,asr,test,small,
85,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-22.wav,asr,test,small,
86,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-23.wav,asr,test,small,
87,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-24.wav,asr,test,small,
88,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-25.wav,asr,test,small,
89,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-26.wav,asr,test,small,
90,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-27.wav,asr,test,small,
91,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-28.wav,asr,test,small,
92,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-29.wav,asr,test,small,
93,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-30.wav,asr,test,small,
94,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-31.wav,asr,test,small,
95,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_03-32.wav,asr,test,small,
96,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-01.wav,asr,test,small,
97,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-02.wav,asr,test,small,
98,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-03.wav,asr,test,small,
99,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-04.wav,asr,test,small,
100,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-05.wav,asr,test,small,
101,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-06.wav,asr,test,small,
102,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-07.wav,asr,test,small,
103,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-08.wav,asr,test,small,
104,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-09.wav,asr,test,small,
105,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-10.wav,asr,test,small,
106,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-11.wav,asr,test,small,
107,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-12.wav,asr,test,small,
108,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-13.wav,asr,test,small,
109,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-14.wav,asr,test,small,
110,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-15.wav,asr,test,small,
111,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-16.wav,asr,test,small,
112,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-17.wav,asr,test,small,
113,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-18.wav,asr,test,small,
114,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-19.wav,asr,test,small,
115,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-20.wav,asr,test,small,
116,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-21.wav,asr,test,small,
117,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-22.wav,asr,test,small,
118,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-23.wav,asr,test,small,
119,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-24.wav,asr,test,small,
120,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-25.wav,asr,test,small,
121,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-26.wav,asr,test,small,
122,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-27.wav,asr,test,small,
123,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-28.wav,asr,test,small,
124,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-29.wav,asr,test,small,
125,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-30.wav,asr,test,small,
126,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-31.wav,asr,test,small,
127,D:\daon_data\nagoya_20210727_cutout_5ms\asr\test\small,3_testdata_04-32.wav,asr,test,small,
128,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-01.wav,asr_miyakawa_viaduct,train,small,defect
129,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-02.wav,asr_miyakawa_viaduct,train,small,defect
130,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-03.wav,asr_miyakawa_viaduct,train,small,defect
131,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-04.wav,asr_miyakawa_viaduct,train,small,defect
132,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-05.wav,asr_miyakawa_viaduct,train,small,defect
133,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-06.wav,asr_miyakawa_viaduct,train,small,defect
134,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-07.wav,asr_miyakawa_viaduct,train,small,defect
135,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-08.wav,asr_miyakawa_viaduct,train,small,defect
136,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-09.wav,asr_miyakawa_viaduct,train,small,defect
137,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-10.wav,asr_miyakawa_viaduct,train,small,defect
138,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-11.wav,asr_miyakawa_viaduct,train,small,defect
139,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-12.wav,asr_miyakawa_viaduct,train,small,defect
140,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-13.wav,asr_miyakawa_viaduct,train,small,defect
141,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-14.wav,asr_miyakawa_viaduct,train,small,defect
142,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-15.wav,asr_miyakawa_viaduct,train,small,defect
143,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-16.wav,asr_miyakawa_viaduct,train,small,defect
144,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-17.wav,asr_miyakawa_viaduct,train,small,defect
145,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-18.wav,asr_miyakawa_viaduct,train,small,defect
146,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-19.wav,asr_miyakawa_viaduct,train,small,defect
147,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-20.wav,asr_miyakawa_viaduct,train,small,defect
148,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-21.wav,asr_miyakawa_viaduct,train,small,defect
149,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-22.wav,asr_miyakawa_viaduct,train,small,defect
150,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-23.wav,asr_miyakawa_viaduct,train,small,defect
151,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-24.wav,asr_miyakawa_viaduct,train,small,defect
152,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-25.wav,asr_miyakawa_viaduct,train,small,defect
153,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-26.wav,asr_miyakawa_viaduct,train,small,defect
154,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-27.wav,asr_miyakawa_viaduct,train,small,defect
155,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-28.wav,asr_miyakawa_viaduct,train,small,defect
156,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-29.wav,asr_miyakawa_viaduct,train,small,defect
157,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-30.wav,asr_miyakawa_viaduct,train,small,defect
158,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-31.wav,asr_miyakawa_viaduct,train,small,defect
159,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika1-32.wav,asr_miyakawa_viaduct,train,small,defect
160,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-01.wav,asr_miyakawa_viaduct,train,small,defect
161,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-02.wav,asr_miyakawa_viaduct,train,small,defect
162,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-03.wav,asr_miyakawa_viaduct,train,small,defect
163,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-04.wav,asr_miyakawa_viaduct,train,small,defect
164,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-05.wav,asr_miyakawa_viaduct,train,small,defect
165,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-06.wav,asr_miyakawa_viaduct,train,small,defect
166,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-07.wav,asr_miyakawa_viaduct,train,small,defect
167,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-08.wav,asr_miyakawa_viaduct,train,small,defect
168,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-09.wav,asr_miyakawa_viaduct,train,small,defect
169,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-10.wav,asr_miyakawa_viaduct,train,small,defect
170,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-11.wav,asr_miyakawa_viaduct,train,small,defect
171,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-12.wav,asr_miyakawa_viaduct,train,small,defect
172,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-13.wav,asr_miyakawa_viaduct,train,small,defect
173,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-14.wav,asr_miyakawa_viaduct,train,small,defect
174,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-15.wav,asr_miyakawa_viaduct,train,small,defect
175,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-16.wav,asr_miyakawa_viaduct,train,small,defect
176,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-17.wav,asr_miyakawa_viaduct,train,small,defect
177,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-18.wav,asr_miyakawa_viaduct,train,small,defect
178,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-19.wav,asr_miyakawa_viaduct,train,small,defect
179,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-20.wav,asr_miyakawa_viaduct,train,small,defect
180,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-21.wav,asr_miyakawa_viaduct,train,small,defect
181,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-22.wav,asr_miyakawa_viaduct,train,small,defect
182,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-23.wav,asr_miyakawa_viaduct,train,small,defect
183,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-24.wav,asr_miyakawa_viaduct,train,small,defect
184,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-25.wav,asr_miyakawa_viaduct,train,small,defect
185,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-26.wav,asr_miyakawa_viaduct,train,small,defect
186,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-27.wav,asr_miyakawa_viaduct,train,small,defect
187,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-28.wav,asr_miyakawa_viaduct,train,small,defect
188,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-29.wav,asr_miyakawa_viaduct,train,small,defect
189,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-30.wav,asr_miyakawa_viaduct,train,small,defect
190,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-31.wav,asr_miyakawa_viaduct,train,small,defect
191,D:\daon_data\nagoya_20210727_cutout_5ms\asr_miyakawa_viaduct\train\small\defect,8_Daihyou_kekkan_tuika2-32.wav,asr_miyakawa_viaduct,train,small,defect
192,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-01.wav,corner,train,small,normal
193,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-02.wav,corner,train,small,normal
194,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-03.wav,corner,train,small,normal
195,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-04.wav,corner,train,small,normal
196,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-05.wav,corner,train,small,normal
197,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-06.wav,corner,train,small,normal
198,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-07.wav,corner,train,small,normal
199,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-08.wav,corner,train,small,normal
200,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-09.wav,corner,train,small,normal
201,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-10.wav,corner,train,small,normal
202,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-11.wav,corner,train,small,normal
203,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-12.wav,corner,train,small,normal
204,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-13.wav,corner,train,small,normal
205,D:\daon_data\nagoya_20210727_cutout_5ms\corner\train\small\normal,11_Daihyou_kenzen_tuika1-14.wav,corner,train,small,normal
