,Unnamed: 0,path,file_name,place,train_test,hammer_type,label,score
1444,1444,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-25.wav,crack_2,test,small,,-7.732406225318925
1445,1445,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-26.wav,crack_2,test,small,,-7.732406225318925
1446,1446,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-27.wav,crack_2,test,small,,21.736232140416092
1447,1447,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-28.wav,crack_2,test,small,,21.736232140416092
1448,1448,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-29.wav,crack_2,test,small,,19.87844895505276
1449,1449,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-30.wav,crack_2,test,small,,19.87844895505276
1450,1450,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-31.wav,crack_2,test,small,,14.904251685336334
1451,1451,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-32.wav,crack_2,test,small,,14.904251685336334
1452,1452,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-01.wav,crack_2,test,small,,-19.8231913337313
1453,1453,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-02.wav,crack_2,test,small,,-19.8231913337313
1454,1454,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-03.wav,crack_2,test,small,,-52.05181320949421
1455,1455,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-04.wav,crack_2,test,small,,-52.05181320949421
1456,1456,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-05.wav,crack_2,test,small,,-12.502550328033294
1457,1457,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-06.wav,crack_2,test,small,,-12.502550328033294
1458,1458,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-07.wav,crack_2,test,small,,-34.756069997917564
1459,1459,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-08.wav,crack_2,test,small,,-34.756069997917564
1460,1460,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-09.wav,crack_2,test,small,,-43.289641293521356
1461,1461,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-10.wav,crack_2,test,small,,-43.289641293521356
1462,1462,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-11.wav,crack_2,test,small,,-71.67534387687554
1463,1463,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-12.wav,crack_2,test,small,,-71.67534387687554
1464,1464,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-13.wav,crack_2,test,small,,-26.43644791304456
1465,1465,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-14.wav,crack_2,test,small,,-26.43644791304456
1466,1466,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-15.wav,crack_2,test,small,,-37.03363616247111
1467,1467,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-16.wav,crack_2,test,small,,-37.03363616247111
1468,1468,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-17.wav,crack_2,test,small,,-22.089237472323703
1469,1469,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-18.wav,crack_2,test,small,,-22.089237472323703
1470,1470,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-19.wav,crack_2,test,small,,-32.27837986967839
1471,1471,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-20.wav,crack_2,test,small,,-32.27837986967839
1472,1472,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-21.wav,crack_2,test,small,,-37.491805062285835
1473,1473,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-22.wav,crack_2,test,small,,-37.491805062285835
1474,1474,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-23.wav,crack_2,test,small,,-41.47885420214223
1475,1475,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-24.wav,crack_2,test,small,,-41.47885420214223
1476,1476,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-25.wav,crack_2,test,small,,-26.019621039680146
1477,1477,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-26.wav,crack_2,test,small,,-26.019621039680146
1478,1478,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-27.wav,crack_2,test,small,,-47.6060039669525
1479,1479,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-28.wav,crack_2,test,small,,-47.6060039669525
1480,1480,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-29.wav,crack_2,test,small,,3.552173729122188
1481,1481,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-30.wav,crack_2,test,small,,3.552173729122188
1482,1482,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-31.wav,crack_2,test,small,,-39.29053594663654
1483,1483,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_04-32.wav,crack_2,test,small,,-39.29053594663654
1484,1484,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-01.wav,crack_2,test,small,,11.125815769393398
1485,1485,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-02.wav,crack_2,test,small,,11.125815769393398
1486,1486,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-03.wav,crack_2,test,small,,-37.34665126464287
1487,1487,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-04.wav,crack_2,test,small,,-37.34665126464287
1488,1488,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-05.wav,crack_2,test,small,,-8.05938454858105
1489,1489,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-06.wav,crack_2,test,small,,-8.05938454858105
1490,1490,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-07.wav,crack_2,test,small,,15.746336148672015
1491,1491,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-08.wav,crack_2,test,small,,15.746336148672015
1492,1492,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-09.wav,crack_2,test,small,,-37.216896213428925
1493,1493,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-10.wav,crack_2,test,small,,-37.216896213428925
1494,1494,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-11.wav,crack_2,test,small,,-3.6297509759199613
1495,1495,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-12.wav,crack_2,test,small,,-3.6297509759199613
1496,1496,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-13.wav,crack_2,test,small,,7.3407309259045235
1497,1497,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-14.wav,crack_2,test,small,,7.3407309259045235
1498,1498,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-15.wav,crack_2,test,small,,15.210174556506246
1499,1499,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-16.wav,crack_2,test,small,,15.210174556506246
1500,1500,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-17.wav,crack_2,test,small,,-8.660848869116933
1501,1501,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-18.wav,crack_2,test,small,,-8.660848869116933
1502,1502,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-19.wav,crack_2,test,small,,-18.62093556408979
1503,1503,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-20.wav,crack_2,test,small,,-18.62093556408979
1504,1504,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-21.wav,crack_2,test,small,,10.487551232464511
1505,1505,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-22.wav,crack_2,test,small,,10.487551232464511
1506,1506,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-23.wav,crack_2,test,small,,9.444603905716377
1507,1507,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-24.wav,crack_2,test,small,,9.444603905716377
1508,1508,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-25.wav,crack_2,test,small,,1.5798305334219265
1509,1509,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-26.wav,crack_2,test,small,,1.5798305334219265
1510,1510,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-27.wav,crack_2,test,small,,-8.916360294252598
1511,1511,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-28.wav,crack_2,test,small,,-8.916360294252598
1512,1512,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-29.wav,crack_2,test,small,,-4.178052244261352
1513,1513,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-30.wav,crack_2,test,small,,-4.178052244261352
1514,1514,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-31.wav,crack_2,test,small,,-15.03222105302578
1515,1515,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_05-32.wav,crack_2,test,small,,-15.03222105302578
1516,1516,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-01.wav,crack_2,test,small,,-66.72060336420083
1517,1517,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-02.wav,crack_2,test,small,,-66.72060336420083
1518,1518,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-03.wav,crack_2,test,small,,-15.997691365062593
1519,1519,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-04.wav,crack_2,test,small,,-15.997691365062593
1520,1520,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-05.wav,crack_2,test,small,,-17.031240187963192
1521,1521,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-06.wav,crack_2,test,small,,-17.031240187963192
1522,1522,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-07.wav,crack_2,test,small,,-30.924825246309098
1523,1523,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-08.wav,crack_2,test,small,,-30.924825246309098
1524,1524,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-09.wav,crack_2,test,small,,-15.113396453895831
1525,1525,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-10.wav,crack_2,test,small,,-15.113396453895831
1526,1526,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-11.wav,crack_2,test,small,,-21.51569351279778
1527,1527,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-12.wav,crack_2,test,small,,-21.51569351279778
1528,1528,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-13.wav,crack_2,test,small,,-47.3813381609485
1529,1529,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-14.wav,crack_2,test,small,,-47.3813381609485
1530,1530,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-15.wav,crack_2,test,small,,-58.71394468028029
1531,1531,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-16.wav,crack_2,test,small,,-58.71394468028029
1532,1532,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-17.wav,crack_2,test,small,,-50.65532877362489
1533,1533,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-18.wav,crack_2,test,small,,-50.65532877362489
1534,1534,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-19.wav,crack_2,test,small,,-53.300817333257015
1535,1535,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-20.wav,crack_2,test,small,,-53.300817333257015
1536,1536,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-21.wav,crack_2,test,small,,-114.18314496631406
1537,1537,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-22.wav,crack_2,test,small,,-114.18314496631406
1538,1538,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-23.wav,crack_2,test,small,,-14.33222111726468
1539,1539,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-24.wav,crack_2,test,small,,-14.33222111726468
1540,1540,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-25.wav,crack_2,test,small,,-149.03426266303222
1541,1541,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-26.wav,crack_2,test,small,,-149.03426266303222
1542,1542,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-27.wav,crack_2,test,small,,-86.01441177992437
1543,1543,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-28.wav,crack_2,test,small,,-86.01441177992437
1544,1544,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-29.wav,crack_2,test,small,,5.573435865086111
1545,1545,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-30.wav,crack_2,test,small,,5.573435865086111
1546,1546,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-31.wav,crack_2,test,small,,-17.03907363078551
1547,1547,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_06-32.wav,crack_2,test,small,,-17.03907363078551
1548,1548,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_07-01.wav,crack_2,test,small,,28.975592314560657
1549,1549,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_07-02.wav,crack_2,test,small,,28.975592314560657
