,path,file_name,place,train_test,hammer_type,label
62,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-24.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
63,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-08.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
64,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-31.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
65,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-29.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
66,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-04.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
67,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-03.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
68,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-04.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
69,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-10.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
70,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-09.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
71,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-17.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
72,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-17.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
73,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-11.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
74,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-29.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
75,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-23.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
76,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-18.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
77,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-05.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
78,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-32.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
79,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-10.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
80,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-12.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
81,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-31.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
82,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-07.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
83,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-31.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
84,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-09.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
85,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-14.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
86,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-04.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
87,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-02.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
88,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-13.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
89,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-02.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
90,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-11.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
91,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-19.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
92,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-19.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
93,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-25.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
94,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-27.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
95,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-29.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
96,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-14.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
97,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-20.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
98,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-20.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
99,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-28.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
100,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-15.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
101,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-04.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
102,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-05.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
103,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-07.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
104,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-14.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
105,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-25.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
106,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-23.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
107,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-18.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
108,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-01.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
109,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-10.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
110,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-23.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
111,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-27.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
112,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-28.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
113,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-32.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
114,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-16.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
115,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-23.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
116,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-30.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
117,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-08.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
118,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-01.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
119,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-24.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
120,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-26.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
121,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_03-09.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
122,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-03.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
123,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-02.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
124,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-26.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
125,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_02-03.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
126,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_04-17.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
127,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/3_模擬ASR,3_testdata_01-13.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
128,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_12-27.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
129,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_12-16.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
130,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_06-12.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
131,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_30-10.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
132,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_11-26.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
133,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_11-12.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
134,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_07-04.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
135,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_23-25.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
136,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_23-03.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
137,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_09-13.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
138,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_11-25.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
139,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_07-01.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
140,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_27-04.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
141,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_18-22.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
142,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_18-02.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
143,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_01-02.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
144,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_21-23.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
145,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_16-02.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
146,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_21-03.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
147,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_12-29.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
148,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_24-05.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
149,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_06-23.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
150,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_20-05.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
151,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_21-16.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
152,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_20-08.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
153,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_20-06.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
154,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_27-16.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
155,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_17-02.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
156,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_09-26.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
157,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_08-13.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
158,/home/tozeki/daon/nagoya2021/nagoya_20210727_cutout_5ms/2_模擬ひび割れ2,2_testdata_07-02.wav,daon,nagoya2021,nagoya_20210727_cutout_5ms,
